SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,NodeSpeed
66,0,0,10,AODV,7.5,10
67,0,0,10,AODV,7.5,10
68,0,0,10,AODV,7.5,10
69,0,0,10,AODV,7.5,10
70,0,0,10,AODV,7.5,10
71,0,0,10,AODV,7.5,10
72,0,0,10,AODV,7.5,10
73,0,0,10,AODV,7.5,10
74,0,0,10,AODV,7.5,10
75,0,0,10,AODV,7.5,10
76,0,0,10,AODV,7.5,10
77,0,0,10,AODV,7.5,10
78,0,0,10,AODV,7.5,10
79,0,0,10,AODV,7.5,10
80,0,0,10,AODV,7.5,10
81,0,0,10,AODV,7.5,10
82,0,0,10,AODV,7.5,10
83,0,0,10,AODV,7.5,10
84,0,0,10,AODV,7.5,10
85,0,0,10,AODV,7.5,10
86,0,0,10,AODV,7.5,10
87,0,0,10,AODV,7.5,10
88,0,0,10,AODV,7.5,10
89,0,0,10,AODV,7.5,10
90,0,0,10,AODV,7.5,10
91,0,0,10,AODV,7.5,10
92,0,0,10,AODV,7.5,10
93,0,0,10,AODV,7.5,10
94,0,0,10,AODV,7.5,10
95,0,0,10,AODV,7.5,10
96,0,0,10,AODV,7.5,10
97,0,0,10,AODV,7.5,10
98,0,0,10,AODV,7.5,10
99,0,0,10,AODV,7.5,10
100,0,0,10,AODV,7.5,10
101,0.512,1,10,AODV,7.5,10
102,3.584,7,10,AODV,7.5,10
103,15.872,31,10,AODV,7.5,10
104,17.92,35,10,AODV,7.5,10
105,14.336,28,10,AODV,7.5,10
106,12.8,25,10,AODV,7.5,10
107,15.872,31,10,AODV,7.5,10
108,11.776,23,10,AODV,7.5,10
109,13.312,26,10,AODV,7.5,10
110,10.752,21,10,AODV,7.5,10
111,7.68,15,10,AODV,7.5,10
112,13.312,26,10,AODV,7.5,10
113,11.776,23,10,AODV,7.5,10
114,13.312,26,10,AODV,7.5,10
115,12.288,24,10,AODV,7.5,10
116,10.24,20,10,AODV,7.5,10
117,8.192,16,10,AODV,7.5,10
118,9.728,19,10,AODV,7.5,10
119,10.752,21,10,AODV,7.5,10
120,7.168,14,10,AODV,7.5,10
121,8.192,16,10,AODV,7.5,10
122,8.192,16,10,AODV,7.5,10
123,8.704,17,10,AODV,7.5,10
124,8.192,16,10,AODV,7.5,10
125,8.192,16,10,AODV,7.5,10
126,8.192,16,10,AODV,7.5,10
127,6.656,13,10,AODV,7.5,10
128,9.216,18,10,AODV,7.5,10
129,8.192,16,10,AODV,7.5,10
130,12.8,25,10,AODV,7.5,10
131,12.8,25,10,AODV,7.5,10
132,9.728,19,10,AODV,7.5,10
133,7.168,14,10,AODV,7.5,10
134,6.144,12,10,AODV,7.5,10
135,14.848,29,10,AODV,7.5,10
136,11.264,22,10,AODV,7.5,10
137,6.656,13,10,AODV,7.5,10
138,7.68,15,10,AODV,7.5,10
139,9.216,18,10,AODV,7.5,10
140,16.384,32,10,AODV,7.5,10
141,12.288,24,10,AODV,7.5,10
142,11.776,23,10,AODV,7.5,10
143,10.752,21,10,AODV,7.5,10
144,13.824,27,10,AODV,7.5,10
145,10.752,21,10,AODV,7.5,10
146,13.312,26,10,AODV,7.5,10
147,11.264,22,10,AODV,7.5,10
148,11.776,23,10,AODV,7.5,10
149,11.264,22,10,AODV,7.5,10
150,8.704,17,10,AODV,7.5,10
151,9.216,18,10,AODV,7.5,10
152,13.312,26,10,AODV,7.5,10
153,11.776,23,10,AODV,7.5,10
154,12.8,25,10,AODV,7.5,10
155,11.264,22,10,AODV,7.5,10
156,8.192,16,10,AODV,7.5,10
157,9.216,18,10,AODV,7.5,10
158,14.336,28,10,AODV,7.5,10
159,12.8,25,10,AODV,7.5,10
160,10.752,21,10,AODV,7.5,10
161,11.776,23,10,AODV,7.5,10
162,11.264,22,10,AODV,7.5,10
163,10.24,20,10,AODV,7.5,10
164,8.704,17,10,AODV,7.5,10
165,8.704,17,10,AODV,7.5,10
166,17.408,34,10,AODV,7.5,10
167,7.68,15,10,AODV,7.5,10
168,8.704,17,10,AODV,7.5,10
169,15.36,30,10,AODV,7.5,10
170,12.8,25,10,AODV,7.5,10
171,9.728,19,10,AODV,7.5,10
172,9.728,19,10,AODV,7.5,10
173,10.24,20,10,AODV,7.5,10
174,10.24,20,10,AODV,7.5,10
175,7.68,15,10,AODV,7.5,10
176,12.288,24,10,AODV,7.5,10
177,11.776,23,10,AODV,7.5,10
178,10.752,21,10,AODV,7.5,10
179,14.336,28,10,AODV,7.5,10
180,13.312,26,10,AODV,7.5,10
181,13.824,27,10,AODV,7.5,10
182,11.264,22,10,AODV,7.5,10
183,11.264,22,10,AODV,7.5,10
184,12.288,24,10,AODV,7.5,10
185,9.216,18,10,AODV,7.5,10
186,8.192,16,10,AODV,7.5,10
187,8.192,16,10,AODV,7.5,10
188,8.704,17,10,AODV,7.5,10
189,10.24,20,10,AODV,7.5,10
190,13.824,27,10,AODV,7.5,10
191,13.312,26,10,AODV,7.5,10
192,14.848,29,10,AODV,7.5,10
193,11.776,23,10,AODV,7.5,10
194,11.776,23,10,AODV,7.5,10
195,12.288,24,10,AODV,7.5,10
196,11.776,23,10,AODV,7.5,10
197,13.312,26,10,AODV,7.5,10
198,11.264,22,10,AODV,7.5,10
199,10.752,21,10,AODV,7.5,10
